id,ACR_MD,ACR-L_MD,ACR-R_MD,ALIC_MD,ALIC-L_MD,ALIC-R_MD,AverageFA_MD,BCC_MD,CC_MD,CGC_MD,CGC-L_MD,CGC-R_MD,CGH_MD,CGH-L_MD,CGH-R_MD,CR_MD,CR-L_MD,CR-R_MD,CST_MD,CST-L_MD,CST-R_MD,EC_MD,EC-L_MD,EC-R_MD,FX_MD,FX/ST-L_MD,FX/ST-R_MD,FXST_MD,GCC_MD,IC_MD,IC-L_MD,IC-R_MD,IFO_MD,IFO-L_MD,IFO-R_MD,PCR_MD,PCR-L_MD,PCR-R_MD,PLIC_MD,PLIC-L_MD,PLIC-R_MD,PTR_MD,PTR-L_MD,PTR-R_MD,RLIC_MD,RLIC-L_MD,RLIC-R_MD,SCC_MD,SCR_MD,SCR-L_MD,SCR-R_MD,SFO_MD,SFO-L_MD,SFO-R_MD,SLF_MD,SLF-L_MD,SLF-R_MD,SS_MD,SS-L_MD,SS-R_MD,UNC_MD,UNC-L_MD,UNC-R_MD
SPN01_CMH_0024_01,0.00110422,0.00120948,0.000998345,0.00157427,0.00193964,0.00124216,0.00143319,0.00213433,0.00223382,0.000956347,0.00100526,0.000904025,0.00284297,0.0029197,0.00276565,0.00113969,0.00117504,0.00110554,0.00187367,0.00178502,0.00196861,0.00114707,0.00118965,0.00110467,0.00299274,0.00158987,0.00151026,0.00155491,0.00210146,0.00135386,0.00150753,0.00120802,0.00147345,0.00144167,0.00149993,0.00151419,0.0014937,0.00153244,0.000969181,0.0010119,0.000926892,0.00199247,0.00237306,0.00162357,0.00158781,0.0016824,0.00149862,0.00247547,0.000985916,0.000976977,0.000994515,0.0021734,0.002646,0.00171526,0.00102086,0.001081,0.000961974,0.00156069,0.00180181,0.00131883,0.00269652,0.00314413,0.00238803
SPN01_CMH_0001_01,0.000900786,0.00092396,0.000877478,0.000906536,0.000939827,0.000876275,0.00127241,0.0017243,0.00188227,0.000985749,0.00101602,0.000953369,0.00277988,0.00283441,0.00272493,0.000994764,0.000990109,0.00099926,0.00154936,0.00159156,0.00150416,0.00104039,0.00106135,0.00101951,0.00263025,0.00136335,0.00168855,0.00150614,0.00142618,0.00106265,0.00103741,0.00108661,0.00114825,0.00117294,0.00112767,0.00145272,0.00140045,0.00149929,0.000897563,0.00092888,0.000866563,0.0017009,0.00176325,0.00164047,0.0014161,0.00126604,0.00155758,0.00246111,0.000863724,0.000862346,0.000865049,0.000947082,0.0010799,0.000818329,0.000944408,0.000965247,0.000924004,0.00130977,0.0012823,0.00133733,0.00302705,0.00318748,0.00291649
SPN01_ZHH_0014_01,0.00130915,0.00135232,0.00126573,0.00222039,0.00242941,0.0020304,0.00160686,0.00218081,0.00232221,0.00116435,0.00119864,0.00112766,0.00292623,0.00278136,0.00307221,0.00127064,0.00128006,0.00126155,0.00144314,0.00140496,0.00148403,0.00139429,0.00130875,0.00147948,0.0029655,0.00163555,0.00176285,0.00169145,0.0023202,0.00166855,0.00173549,0.00160501,0.00172957,0.00177452,0.00169212,0.00161475,0.00158599,0.00164037,0.001041,0.00107117,0.00101114,0.00203658,0.00194131,0.00212893,0.00185611,0.00185624,0.00185599,0.00251794,0.00104927,0.00104475,0.00105362,0.00230712,0.00274367,0.00188394,0.00118052,0.00120073,0.00116074,0.00153893,0.00160844,0.0014692,0.00261122,0.00239993,0.00275684
SPN01_CMH_0005_01,0.000997072,0.00105632,0.000937482,0.000907992,0.00092851,0.000889341,0.0013326,0.00158779,0.00191852,0.000946556,0.000948268,0.000944724,0.00307696,0.00336191,0.00278982,0.00102915,0.0010316,0.00102679,0.00153452,0.00148802,0.00158432,0.00107,0.00105623,0.00108371,0.00291651,0.0015011,0.00133307,0.00142732,0.00163585,0.0011083,0.00112504,0.0010924,0.00138294,0.00120951,0.00152746,0.00150989,0.00141764,0.00159206,0.000890051,0.00090456,0.000875688,0.00174956,0.00188647,0.00161686,0.00156942,0.00158785,0.00155205,0.00259695,0.000816615,0.00081124,0.000821786,0.000731159,0.000730709,0.000731595,0.000991691,0.00100649,0.000977202,0.00124938,0.00132281,0.00117572,0.00306985,0.00305017,0.00308341
SPN01_CMH_0011_01,0.000901699,0.000908425,0.000894935,0.000886085,0.000876204,0.000895066,0.00133591,0.00175505,0.00191405,0.000935511,0.000948622,0.000921486,0.00292884,0.00283693,0.00302146,0.000986918,0.000976802,0.000996687,0.00187628,0.00188199,0.00187016,0.00105542,0.00105757,0.00105328,0.00297687,0.00133816,0.00143008,0.00137852,0.00153924,0.00102057,0.00102163,0.00101956,0.00139199,0.00127295,0.00149119,0.00144518,0.00139891,0.0014864,0.000848269,0.000856863,0.000839762,0.00151848,0.0016469,0.00139401,0.00136073,0.00136605,0.00135572,0.00242982,0.000845853,0.000845757,0.000845946,0.000902837,0.000996899,0.000811655,0.00096969,0.000977384,0.000962157,0.00121808,0.00135489,0.00108084,0.00280379,0.00302591,0.00265071
SPN01_MRC_P001_01,0.0013187,0.00134299,0.00129427,0.00246036,0.00250259,0.00242198,0.00135431,0.00231143,0.00231821,0.000877734,0.000886253,0.000868621,0.00206451,0.00208819,0.00204065,0.00127482,0.00128309,0.00126685,0.00110817,0.00122549,0.000961875,0.00105038,0.00104187,0.00105886,0.00276139,0.00172224,0.00148343,0.00161738,0.00243822,0.0016448,0.00168157,0.0016099,0.00122613,0.00102976,0.00138977,0.00139737,0.00138544,0.001408,0.000888843,0.000913453,0.000864481,0.00223454,0.00236891,0.00210429,0.00171855,0.00180269,0.00163921,0.00223229,0.00116201,0.0011632,0.00116087,0.00266391,0.00278652,0.00254505,0.000961288,0.0010001,0.000923287,0.00137086,0.0014634,0.00127803,0.00257748,0.00260369,0.00255942
SPN01_MRC_0014_01,0.000851054,0.000833488,0.000868722,0.00111556,0.000895524,0.00131556,0.00126102,0.00185862,0.001849,0.000904032,0.000905926,0.000902007,0.0019409,0.0020156,0.00186562,0.000943627,0.000899789,0.000985964,0.000874195,0.000746865,0.00127629,0.00111789,0.0011023,0.00113341,0.0025671,0.00127937,0.0013063,0.00129119,0.00155106,0.00108263,0.000994825,0.00116595,0.00112829,0.00121006,0.00106015,0.00130044,0.00127112,0.00132656,0.000825516,0.000816415,0.000834525,0.00192436,0.00190836,0.00193986,0.00135445,0.00131016,0.0013962,0.00207222,0.000863325,0.000791592,0.000932323,0.00134871,0.0010063,0.00168064,0.000988004,0.00102718,0.000949647,0.00135545,0.00135748,0.00135341,0.00257348,0.00255074,0.00258916
SPN01_ZHH_0007_01,0.00103708,0.00105192,0.00102216,0.00102472,0.00109476,0.00096106,0.00127187,0.00191102,0.0019831,0.000893835,0.000877624,0.000911176,0.0030369,0.00310945,0.0029638,0.00106633,0.00105879,0.00107362,0.00130989,0.0014353,0.00117557,0.00102886,0.00101769,0.00103999,0.0028734,0.00123339,0.00126718,0.00124823,0.0016194,0.0010478,0.00107316,0.00102373,0.00122246,0.00116262,0.00127232,0.00146172,0.00140079,0.001516,0.000923464,0.000946166,0.000900991,0.00133361,0.0014377,0.00123272,0.0012186,0.00120621,0.00123029,0.0023707,0.000894755,0.000896715,0.00089287,0.00129252,0.00151532,0.00107655,0.000924171,0.000913281,0.000934834,0.00111944,0.00114362,0.00109518,0.00266705,0.00301885,0.00242459
SPN01_MRC_0002_01,0.0010581,0.00109106,0.00102495,0.00123312,0.00133776,0.001138,0.0011892,0.00168941,0.00183079,0.000859162,0.000889588,0.000826616,0.00199291,0.00203216,0.00195335,0.000990435,0.00100191,0.000979349,0.000824568,0.000698353,0.000952041,0.00096263,0.000963025,0.000962236,0.00233253,0.00102182,0.0010365,0.00102827,0.00186411,0.00100954,0.00104262,0.000978147,0.00122074,0.00114342,0.00128518,0.00123097,0.00118598,0.00127105,0.000684996,0.000679161,0.000690772,0.0012028,0.00111529,0.00128762,0.00116894,0.00119237,0.00114684,0.00199847,0.000789796,0.000807728,0.000772547,0.00138119,0.00165303,0.00111768,0.000855803,0.000868157,0.000843708,0.000959307,0.000899788,0.00101901,0.0022242,0.00245889,0.00206245
SPN01_MRC_0007_01,0.00117594,0.00125523,0.0010962,0.00145067,0.00173967,0.00118797,0.00138034,0.00191687,0.00201116,0.000984004,0.00102483,0.000940333,0.00213747,0.00219019,0.00208434,0.00111206,0.00115328,0.00107226,0.000910225,0.000881329,0.000941565,0.00118523,0.00122808,0.00114256,0.00240463,0.00129134,0.00123112,0.0012649,0.00207062,0.00116133,0.00127746,0.00105112,0.00115152,0.00108982,0.00120293,0.00139657,0.00141047,0.00138418,0.000803687,0.000840972,0.000766778,0.00174231,0.00193575,0.00155481,0.00129363,0.0013506,0.00123992,0.00209343,0.000892943,0.000907995,0.000878465,0.00162181,0.00213756,0.00112184,0.00101332,0.00108975,0.00093849,0.00127533,0.00143618,0.00111399,0.00238635,0.00251941,0.00229465
SPN01_MRC_0019_01,0.000862401,0.000891638,0.000832996,0.000877663,0.000870592,0.00088409,0.0011011,0.00156758,0.00171655,0.000865501,0.000873968,0.000856445,0.00185092,0.00187301,0.00182867,0.000900908,0.000902936,0.00089895,0.000702935,0.00069129,0.000715409,0.000879245,0.000892553,0.000865992,0.00255019,0.00103293,0.00112219,0.00107212,0.00158872,0.000898474,0.000925279,0.000873035,0.000976872,0.000967258,0.000984884,0.00125846,0.00123137,0.00128259,0.000775333,0.000810204,0.000740814,0.00136587,0.00150956,0.00122659,0.00106559,0.0011194,0.00101485,0.00202253,0.000759327,0.000752698,0.000765703,0.000786198,0.000822309,0.000751193,0.00078021,0.000785586,0.000774946,0.00103391,0.00104727,0.00102051,0.00239258,0.00248606,0.00232816
SPN01_ZHH_0003_01,0.000865912,0.00087951,0.000852236,0.000848305,0.000849717,0.000847022,0.00120176,0.0015972,0.00180648,0.000896679,0.000899122,0.000894065,0.00247376,0.002564,0.00238283,0.000923186,0.000904909,0.000940837,0.00166372,0.00167256,0.00165426,0.000997068,0.00100186,0.000992295,0.00293411,0.00122603,0.00121297,0.0012203,0.00151627,0.000914622,0.000912759,0.000916389,0.00123065,0.00118605,0.00126781,0.00131926,0.00124261,0.00138754,0.000797027,0.000777247,0.000816607,0.00150952,0.00151988,0.00149948,0.00112108,0.00114001,0.00110324,0.00232412,0.000782816,0.00076631,0.000798693,0.000752821,0.000749949,0.000755605,0.000856865,0.000859165,0.000854614,0.0012279,0.00131478,0.00114076,0.00305696,0.00300669,0.00309161
SPN01_ZHH_0017_01,0.00121423,0.00125829,0.00116992,0.0014797,0.00174814,0.00123569,0.00140337,0.00216409,0.00225579,0.000901825,0.000935257,0.000866064,0.00263358,0.00259966,0.00266776,0.00117114,0.00118748,0.00115536,0.00170114,0.00169057,0.00171245,0.00110779,0.00107181,0.00114362,0.00291839,0.00148809,0.00143107,0.00146305,0.00213839,0.00128438,0.00138759,0.00118643,0.00141575,0.00129532,0.00151611,0.00146915,0.00145339,0.00148318,0.000935582,0.000988649,0.000883051,0.00176867,0.00170224,0.00183305,0.00150108,0.00151572,0.00148727,0.00247487,0.000968441,0.000973721,0.000963363,0.00171159,0.00227424,0.00116617,0.000913197,0.000910397,0.000915938,0.00120781,0.00127416,0.00114126,0.00300718,0.00298151,0.00302487
SPN01_CMH_0008_01,0.00122986,0.00134085,0.00111822,0.00174585,0.00226688,0.00127225,0.00153647,0.00231489,0.00240742,0.00100062,0.0010622,0.000934742,0.00312866,0.00325219,0.00300418,0.00121047,0.00126928,0.00115368,0.00163465,0.00143518,0.00184827,0.00114596,0.00112172,0.00117009,0.00314228,0.00186986,0.00161658,0.00175865,0.0023341,0.00148075,0.00167435,0.00129701,0.00128927,0.00135856,0.00123153,0.00150469,0.00150654,0.00150305,0.000987106,0.00102428,0.000950307,0.00207563,0.00249404,0.00167007,0.00179886,0.00187818,0.00172407,0.00259265,0.00103645,0.00106891,0.00100522,0.002087,0.00286479,0.00133302,0.00109728,0.00111536,0.00107957,0.00153775,0.00189616,0.00117824,0.00297658,0.00302663,0.00294209
SPN01_MRC_0008_01,0.000902166,0.000901736,0.000902598,0.000917007,0.000903315,0.000929453,0.00108291,0.00119296,0.00152709,0.000818108,0.000834737,0.000800321,0.00181935,0.00190493,0.00173311,0.000858363,0.000849866,0.000866568,0.000957635,0.00098095,0.000931572,0.00096248,0.000936286,0.000988565,0.00222999,0.00117923,0.0010934,0.00114154,0.00169075,0.000902451,0.000901877,0.000902996,0.00107464,0.000979448,0.00115396,0.0011158,0.00108595,0.00114239,0.000671087,0.000667659,0.000674481,0.00143718,0.00152709,0.00135004,0.00116227,0.00118532,0.00114054,0.00185598,0.000675859,0.000672765,0.000678835,0.00067978,0.000668559,0.000690657,0.000878114,0.000886391,0.000870011,0.00122362,0.00127102,0.00117608,0.00232602,0.00253458,0.00218228
SPN01_ZHH_0023_01,0.00104461,0.00111321,0.000975608,0.00109029,0.00117969,0.00100902,0.0014633,0.00186049,0.00198899,0.0011264,0.00114177,0.00110995,0.00322052,0.00338634,0.00305343,0.00105316,0.00109425,0.00101349,0.00137404,0.00135707,0.00139221,0.00110556,0.0011241,0.0010871,0.00306939,0.00146282,0.00156049,0.00150571,0.00170942,0.00110953,0.00119474,0.00102866,0.00124213,0.00135814,0.00114546,0.00142739,0.00144802,0.00140902,0.000882897,0.000949888,0.000816581,0.00158478,0.0017915,0.00138442,0.00139785,0.00150744,0.00129453,0.0023873,0.000869219,0.000896557,0.000842924,0.00112441,0.0013746,0.000881881,0.00108381,0.00116263,0.00100664,0.0013074,0.00142516,0.00118927,0.00236289,0.00293618,0.00196778
SPN01_MRC_0017_01,0.00118504,0.00118751,0.00118256,0.00178413,0.00165167,0.00190453,0.00132949,0.00201842,0.00208492,0.000894029,0.000940928,0.000843862,0.00202899,0.00208188,0.00197569,0.00112881,0.00111174,0.00114529,0.0009485,0.000967336,0.000928291,0.00110638,0.00108334,0.00112933,0.00251064,0.00132388,0.00126548,0.00129824,0.00216274,0.00134732,0.0013342,0.00135977,0.00117512,0.00117264,0.00117718,0.00132326,0.00130549,0.00133908,0.000840739,0.000868913,0.00081285,0.00194603,0.00208814,0.00180828,0.00150748,0.00158571,0.00143372,0.00211448,0.000964894,0.000928158,0.00100023,0.0021704,0.0023444,0.00200172,0.000950971,0.000979479,0.000923058,0.00126919,0.00129744,0.00124086,0.00245751,0.0024794,0.00244242
SPN01_CMH_0009_01,0.00104333,0.00113793,0.000948186,0.0013684,0.00160162,0.00115641,0.0014329,0.00203812,0.00211772,0.00104086,0.0010577,0.00102284,0.00292978,0.00286716,0.00299287,0.0010798,0.00111075,0.00104991,0.00139948,0.0014231,0.00137419,0.00111311,0.0011277,0.00109859,0.00291596,0.00139821,0.00139708,0.00139771,0.00187964,0.00123102,0.00134523,0.00112263,0.00131728,0.00122724,0.00139231,0.0014431,0.00142658,0.00145781,0.000943025,0.000958553,0.000927653,0.00178555,0.00204081,0.00153813,0.00143407,0.00156162,0.0013138,0.00241595,0.000932947,0.000922442,0.000943052,0.00158707,0.00207012,0.0011188,0.00107806,0.00106924,0.00108669,0.00126114,0.00144058,0.00108115,0.00299537,0.0030977,0.00292484
SPN01_MRC_0004_01,0.00150171,0.00150017,0.00150326,0.00252709,0.00251431,0.00253871,0.00147515,0.00237599,0.00237587,0.000973509,0.00103578,0.000906898,0.0020173,0.0020151,0.00201951,0.00141078,0.00141644,0.00140532,0.000505753,0.00042845,0.00095699,0.00169397,0.00161371,0.0017739,0.00273666,0.00183446,0.00181595,0.00182633,0.00246301,0.00173315,0.00174017,0.00172649,0.00174555,0.00162504,0.00184597,0.00138558,0.00138665,0.00138462,0.000896371,0.000901666,0.00089113,0.00221215,0.00232612,0.00210169,0.00192462,0.00199332,0.00185985,0.00230654,0.0013214,0.00133478,0.00130853,0.00266981,0.00271921,0.00262193,0.00117651,0.00116488,0.0011879,0.00189933,0.00199549,0.00180287,0.00262073,0.00262792,0.00261578
SPN01_CMH_0021_01,0.00127733,0.00131951,0.0012349,0.00186924,0.00218745,0.00157999,0.0014463,0.00227951,0.00235954,0.00105858,0.00109338,0.00102135,0.00282466,0.00298531,0.00266278,0.001206,0.00122001,0.00119247,0.00126753,0.00131967,0.00121095,0.00112793,0.00118625,0.00106985,0.00303222,0.00167484,0.00144079,0.00157207,0.00230554,0.00143329,0.001582,0.00129217,0.00143349,0.00135566,0.00149835,0.00146352,0.00143301,0.0014907,0.0009314,0.00098191,0.0008814,0.0018874,0.00216751,0.0016159,0.00158877,0.00171225,0.00147234,0.00251226,0.000992452,0.000999522,0.000985651,0.0021332,0.00268236,0.00160086,0.000999593,0.00102204,0.000977615,0.00149787,0.00174389,0.00125108,0.00301422,0.00303164,0.00300222
SPN01_ZHH_0012_01,0.00137759,0.00140564,0.00134938,0.00235326,0.00249791,0.00222178,0.00163347,0.00224759,0.00238475,0.00116345,0.00116354,0.00116335,0.00276642,0.00275759,0.00277532,0.00129917,0.00128124,0.00131649,0.00222558,0.00227448,0.00217321,0.00151267,0.00149083,0.00153442,0.00307603,0.00162585,0.00178306,0.00169488,0.00240596,0.00168781,0.00171959,0.00165765,0.00213053,0.00193545,0.00229309,0.00153665,0.00150937,0.00156095,0.000996373,0.00100977,0.000983112,0.00192779,0.00228079,0.00158563,0.00183653,0.0018121,0.00185956,0.00255623,0.00108801,0.00102455,0.00114905,0.00260828,0.00280841,0.00241428,0.00112647,0.0011123,0.00114035,0.00177539,0.00187681,0.00167366,0.00294001,0.00316064,0.00278795
SPN01_CMH_P001_01,0.00142124,0.00141574,0.00142677,0.00265457,0.00270975,0.00260442,0.00148301,0.00256766,0.00259212,0.000951646,0.000948253,0.000955275,0.00260373,0.00248602,0.00272235,0.00139366,0.00137382,0.00141281,0.00175785,0.00189938,0.00160628,0.00110428,0.0010992,0.00110933,0.00308956,0.00200597,0.00181426,0.00192179,0.00264724,0.00183917,0.00185856,0.00182076,0.00131237,0.00107222,0.00151249,0.00152634,0.00150393,0.0015463,0.00104268,0.00104951,0.00103592,0.00245646,0.00258015,0.00233658,0.00196116,0.0019996,0.00192492,0.00258195,0.00129396,0.00126086,0.00132579,0.00290768,0.00303675,0.00278256,0.00101315,0.00104629,0.000980699,0.00151308,0.00154313,0.00148293,0.0030025,0.00302892,0.00298429
SPN01_ZHH_P002_01,0.00111914,0.00125178,0.000985729,0.00159833,0.00207292,0.00116693,0.00144666,0.00204514,0.00213507,0.000975975,0.000965222,0.000987478,0.00298491,0.00299432,0.00297543,0.00113713,0.00118228,0.00109353,0.00132471,0.00151719,0.00111982,0.00121113,0.0011629,0.00125916,0.00296096,0.00168275,0.00141784,0.00156643,0.00183424,0.00134946,0.00150546,0.00120141,0.00134697,0.00126501,0.00141527,0.0015325,0.00147588,0.00158294,0.000957457,0.000976163,0.00093894,0.00198258,0.00237964,0.00159772,0.00156338,0.00158722,0.0015409,0.00249729,0.000952877,0.000956278,0.000949605,0.00163086,0.0023182,0.000964565,0.00100547,0.000999596,0.00101123,0.00153457,0.00165576,0.00141301,0.00297162,0.00297775,0.0029674
SPN01_MRC_0013_01,0.00098933,0.000990373,0.000988282,0.00114624,0.00101533,0.00126524,0.00117527,0.00180499,0.0019069,0.00083645,0.000849106,0.000822911,0.00210247,0.00216654,0.00203791,0.000997877,0.000967819,0.00102691,0.000942149,0.00093188,0.000953193,0.00100118,0.000967671,0.00103455,0.00244438,0.00118806,0.00114668,0.00116989,0.00185135,0.00106366,0.00100219,0.001122,0.00127791,0.00113064,0.00140063,0.00131784,0.00126298,0.0013667,0.000849957,0.000855036,0.00084493,0.00151579,0.0015649,0.00146818,0.00123386,0.00116815,0.00129581,0.0020909,0.000841997,0.000795123,0.000887083,0.00124733,0.00119603,0.00129706,0.000842983,0.000864249,0.000822161,0.00114273,0.00119365,0.00109165,0.00261963,0.0026438,0.00260297
SPN01_CMH_0007_01,0.00109653,0.00116424,0.00102843,0.00140214,0.00163023,0.00119481,0.00131254,0.0021655,0.0022211,0.000944316,0.00098758,0.000898038,0.00288112,0.00282453,0.00293815,0.00111214,0.0011333,0.00109171,0.00151122,0.00166114,0.00135066,0.00100313,0.00102399,0.000982366,0.00297097,0.00152767,0.00152633,0.00152708,0.00199436,0.001283,0.00143024,0.00114327,0.00126839,0.00127448,0.00126332,0.00147993,0.00142865,0.00152561,0.000922577,0.000956014,0.000889478,0.00190407,0.00227825,0.00154138,0.0015904,0.00180896,0.00138432,0.00247737,0.000939478,0.000950837,0.000928553,0.00188516,0.00238297,0.00140259,0.00090618,0.00093763,0.000875387,0.00150748,0.00161414,0.00140049,0.00309006,0.00315803,0.00304322
SPN01_CMH_0017_01,0.00100268,0.00107741,0.000927515,0.00134595,0.0015171,0.00119038,0.00141638,0.00216138,0.00218377,0.000969098,0.000978414,0.000959132,0.00304019,0.00294437,0.00313674,0.00112588,0.00112657,0.00112521,0.00203571,0.00203754,0.00203375,0.00106934,0.00106817,0.0010705,0.00306384,0.00148987,0.00147204,0.00148204,0.00178814,0.00128024,0.00132452,0.00123821,0.00127152,0.00119201,0.00133778,0.00150378,0.00146501,0.00153831,0.000984956,0.00101068,0.000959491,0.001735,0.00176089,0.00170991,0.00156426,0.00151552,0.00161021,0.00252849,0.00106916,0.00101497,0.00112128,0.00222215,0.00247709,0.00197501,0.00099437,0.00100383,0.000985108,0.00148331,0.00156808,0.00139828,0.0031038,0.00316031,0.00306485
SPN01_MRC_0021_01,0.00121302,0.0012221,0.00120389,0.00209593,0.00215359,0.00204351,0.00132206,0.00203849,0.00213645,0.000960938,0.000997724,0.000921589,0.00213018,0.00222093,0.00203873,0.00114234,0.00112896,0.00115526,0.000876165,0.000872179,0.000880434,0.00110466,0.0010622,0.00114694,0.00256358,0.00133197,0.00128988,0.00131349,0.00221653,0.00142402,0.00145081,0.0013986,0.00131223,0.00118452,0.00141866,0.00137398,0.00136496,0.00138201,0.000854787,0.000869073,0.000840645,0.00181601,0.00185399,0.0017792,0.00142122,0.00146235,0.00138245,0.00220741,0.000942902,0.000904348,0.000979985,0.0022472,0.0025211,0.00198169,0.000984958,0.000954826,0.00101446,0.00136071,0.00147865,0.00124241,0.00259985,0.00260179,0.00259852
SPN01_CMH_P002_01,0.00108797,0.00122532,0.000949831,0.00152001,0.00197177,0.00110937,0.00143062,0.00203674,0.00211598,0.00100288,0.000989543,0.00101715,0.00293437,0.00299647,0.0028718,0.00112374,0.00117519,0.00107405,0.00122263,0.00129188,0.00114775,0.00115182,0.00112172,0.00118179,0.00287522,0.00167254,0.00144837,0.00157411,0.00179221,0.00133348,0.00148522,0.00118948,0.0013264,0.00124676,0.00139277,0.00152688,0.00146357,0.00158328,0.00097761,0.000998933,0.000956503,0.0019835,0.00239528,0.00158437,0.00156746,0.00159481,0.00154167,0.00248173,0.000955494,0.000974105,0.000937592,0.0015906,0.00221971,0.000980756,0.00102532,0.00102336,0.00102724,0.00152606,0.00168024,0.0013714,0.00290272,0.00287662,0.00292071
SPN01_CMH_0013_01,0.00122709,0.00125102,0.00120303,0.00136213,0.00144319,0.00128845,0.00139975,0.00207139,0.00225178,0.000938066,0.000963326,0.000911046,0.00307563,0.00319317,0.00295718,0.00114164,0.00113616,0.00114694,0.00171812,0.00180062,0.00162977,0.00118902,0.00117801,0.00119998,0.00288581,0.00134184,0.00128387,0.00131639,0.00233933,0.00116204,0.00117656,0.00114825,0.00156666,0.00172864,0.00143168,0.00144724,0.00140235,0.00148722,0.000904131,0.000920912,0.000887519,0.00155594,0.00147313,0.00163621,0.00126608,0.00122344,0.00130628,0.00242996,0.000887322,0.000871532,0.000902509,0.00109446,0.00128612,0.000908676,0.000958895,0.000984021,0.000934295,0.00127577,0.00139023,0.00116096,0.0031434,0.00311298,0.00316436
SPN01_MRC_0009_01,0.0010506,0.00109551,0.00100544,0.00118601,0.0012889,0.00109248,0.00128377,0.00197732,0.00198099,0.000898303,0.000909093,0.000886762,0.00218002,0.00229956,0.00205956,0.00105636,0.00107168,0.00104156,0.000999799,0.00096876,0.00103304,0.00107397,0.00106216,0.00108573,0.00263514,0.00141359,0.00122253,0.0013297,0.00180919,0.00109121,0.00117578,0.00101094,0.0012047,0.00118175,0.00122383,0.00137087,0.00136078,0.00137985,0.00082337,0.000858168,0.000788923,0.0018675,0.00218857,0.00155629,0.0013133,0.00145004,0.00118438,0.00212237,0.000900156,0.000900532,0.000899794,0.00151282,0.00182938,0.00120596,0.000925077,0.00093974,0.000910721,0.00148468,0.00165712,0.00131171,0.00234908,0.00244265,0.0022846
SPN01_ZHH_0024_01,0.000828219,0.000859796,0.000796459,0.000875664,0.000886948,0.000865408,0.00123679,0.00155624,0.00170908,0.000846449,0.000855885,0.000836355,0.00327808,0.00341089,0.00314426,0.000900432,0.000895781,0.000904923,0.00158754,0.00184191,0.00131512,0.00102513,0.0010296,0.00102067,0.0030262,0.00123186,0.0012234,0.00122815,0.00118373,0.000904815,0.000903498,0.000906065,0.00117013,0.000978713,0.00132964,0.00133989,0.00126369,0.00140776,0.000784143,0.000794259,0.000774129,0.00132477,0.00144175,0.00121138,0.00107741,0.00105275,0.00110067,0.00233584,0.000754449,0.000754361,0.000754533,0.000754601,0.000778161,0.000731762,0.000874208,0.000900445,0.000848519,0.00110639,0.00117685,0.00103572,0.00255197,0.00259588,0.00252171
SPN01_ZHH_0013_01,0.00137311,0.00140281,0.00134324,0.00249597,0.00259296,0.0024078,0.00168242,0.00230421,0.00240972,0.00115889,0.00126739,0.00104282,0.00316371,0.00296621,0.00336272,0.00130491,0.00129671,0.00131283,0.00179829,0.00197617,0.00160779,0.00152529,0.00151849,0.00153207,0.00305412,0.00191038,0.00193201,0.00191988,0.0024437,0.00178384,0.00181452,0.00175472,0.00165783,0.00162118,0.00168838,0.00152849,0.00150091,0.00155306,0.00102774,0.00104998,0.00100573,0.00220565,0.00240593,0.00201153,0.00196215,0.00197345,0.0019515,0.00252762,0.00111244,0.00107298,0.00115039,0.00261789,0.00285881,0.00238434,0.00119565,0.00122216,0.00116969,0.00204793,0.00220851,0.00188686,0.00289814,0.00290601,0.00289271
SPN01_CMH_0014_01,0.000880928,0.000879627,0.000882236,0.000831377,0.000834962,0.000828118,0.00122808,0.00153974,0.00170299,0.000877761,0.00089455,0.000859803,0.00293996,0.00302365,0.00285563,0.000954623,0.000946929,0.000962054,0.00136979,0.0014412,0.00129331,0.000968549,0.00101356,0.000923725,0.00299578,0.00132144,0.00127284,0.0013001,0.00127117,0.000961071,0.000973674,0.000949109,0.00130804,0.00123667,0.00136751,0.00137567,0.0013686,0.00138197,0.0008085,0.000831244,0.000785985,0.00197372,0.00195621,0.00199069,0.001273,0.00128428,0.00126237,0.00226983,0.000819831,0.000814862,0.000824611,0.000772871,0.000768864,0.000776756,0.000864164,0.000887979,0.000840847,0.00121042,0.00126179,0.0011589,0.00278975,0.00280162,0.00278157
SPN01_MRC_0011_01,0.0010266,0.00110449,0.000948269,0.0012816,0.00135536,0.00121456,0.00131581,0.00183331,0.00193917,0.000952571,0.000946916,0.000958621,0.0023156,0.00237251,0.00225826,0.00101992,0.0010413,0.000999275,0.00112848,0.00112513,0.0011321,0.00127854,0.00119973,0.00135702,0.00247842,0.00133124,0.00134053,0.00133532,0.00191867,0.00114802,0.00118229,0.00111549,0.00132209,0.00116554,0.00145254,0.00134855,0.0013202,0.0013738,0.00079055,0.000801615,0.000779596,0.00158722,0.00183328,0.00134872,0.00143732,0.00147388,0.00140284,0.0021008,0.000842399,0.000829868,0.000854452,0.0011893,0.00140869,0.000976627,0.000951691,0.000984301,0.000919763,0.00129354,0.0013405,0.00124644,0.00230364,0.00242,0.00222345
