id,ACR_MD,ACR-L_MD,ACR-R_MD,ALIC_MD,ALIC-L_MD,ALIC-R_MD,AverageFA_MD,BCC_MD,CC_MD,CGC_MD,CGC-L_MD,CGC-R_MD,CGH_MD,CGH-L_MD,CGH-R_MD,CR_MD,CR-L_MD,CR-R_MD,CST_MD,CST-L_MD,CST-R_MD,EC_MD,EC-L_MD,EC-R_MD,FX_MD,FX/ST-L_MD,FX/ST-R_MD,FXST_MD,GCC_MD,IC_MD,IC-L_MD,IC-R_MD,IFO_MD,IFO-L_MD,IFO-R_MD,PCR_MD,PCR-L_MD,PCR-R_MD,PLIC_MD,PLIC-L_MD,PLIC-R_MD,PTR_MD,PTR-L_MD,PTR-R_MD,RLIC_MD,RLIC-L_MD,RLIC-R_MD,SCC_MD,SCR_MD,SCR-L_MD,SCR-R_MD,SFO_MD,SFO-L_MD,SFO-R_MD,SLF_MD,SLF-L_MD,SLF-R_MD,SS_MD,SS-L_MD,SS-R_MD,UNC_MD,UNC-L_MD,UNC-R_MD
SPN01_CMH_0029_01,0.0010102,0.00105091,0.000969256,0.00102118,0.0010448,0.000999704,0.001399,0.00192183,0.00206525,0.0010105,0.00102912,0.000990587,0.00305875,0.00315848,0.00295825,0.001054,0.00105203,0.00105591,0.0015211,0.00162199,0.00141305,0.00112629,0.00109934,0.00115312,0.00283716,0.00144208,0.00139613,0.0014219,0.00178626,0.00108766,0.00108736,0.00108794,0.00146254,0.00144984,0.00147312,0.00146038,0.00140691,0.00150801,0.000909784,0.000934008,0.000885805,0.0016852,0.00176802,0.00160493,0.00136581,0.00131603,0.00141274,0.00248357,0.000893123,0.000876911,0.000908717,0.000975922,0.00106697,0.000887661,0.00097502,0.000956356,0.000993294,0.00132779,0.00143916,0.00121608,0.00297032,0.00300203,0.00294847
SPN01_ZHH_0014_01,0.00130915,0.00135232,0.00126573,0.00222039,0.00242941,0.0020304,0.00160686,0.00218081,0.00232221,0.00116435,0.00119864,0.00112766,0.00292623,0.00278136,0.00307221,0.00127064,0.00128006,0.00126155,0.00144314,0.00140496,0.00148403,0.00139429,0.00130875,0.00147948,0.0029655,0.00163555,0.00176285,0.00169145,0.0023202,0.00166855,0.00173549,0.00160501,0.00172957,0.00177452,0.00169212,0.00161475,0.00158599,0.00164037,0.001041,0.00107117,0.00101114,0.00203658,0.00194131,0.00212893,0.00185611,0.00185624,0.00185599,0.00251794,0.00104927,0.00104475,0.00105362,0.00230712,0.00274367,0.00188394,0.00118052,0.00120073,0.00116074,0.00153893,0.00160844,0.0014692,0.00261122,0.00239993,0.00275684
SPN01_MRC_0022_01,0.000795926,0.000834741,0.000756887,0.000783744,0.000794691,0.000773794,0.00107518,0.00130704,0.00143056,0.000820344,0.000849394,0.00078927,0.00194251,0.00207109,0.00181294,0.00084873,0.000857605,0.000840159,0.000879397,0.000859436,0.000900775,0.000919235,0.000953634,0.000884979,0.00226719,0.00110594,0.00114155,0.00112158,0.00104269,0.000861712,0.000865842,0.000857792,0.00122539,0.00110597,0.0013249,0.0011816,0.00113767,0.00122074,0.000727442,0.000733771,0.000721177,0.00143925,0.00157608,0.00130662,0.00109972,0.00109694,0.00110234,0.00190796,0.000736018,0.000744734,0.000727634,0.000724395,0.000739454,0.000709797,0.000861285,0.000882531,0.000840483,0.00115769,0.00121959,0.00109559,0.00217261,0.00208977,0.00222971
SPN01_ZHH_0009_01,0.001001,0.00101337,0.000988553,0.000932513,0.000961337,0.000906312,0.00130342,0.00187283,0.00199478,0.000933466,0.000944205,0.000921979,0.00252896,0.00258105,0.00247648,0.00103915,0.00103912,0.00103917,0.00190032,0.00192568,0.00187316,0.00103561,0.00103284,0.00103836,0.0027845,0.00135027,0.00127189,0.00131585,0.00165979,0.00107263,0.0010791,0.00106648,0.00118617,0.00113504,0.00122878,0.00145388,0.00141799,0.00148585,0.000872876,0.000915913,0.000830274,0.0019261,0.00212213,0.00173609,0.00145105,0.0013942,0.00150466,0.00242806,0.000867587,0.000880466,0.0008552,0.00121524,0.0013958,0.00104021,0.000896275,0.000897325,0.000895247,0.00130052,0.00136883,0.00123199,0.00300598,0.00300409,0.00300729
SPN01_CMH_0002_01,0.00105706,0.00110954,0.00100427,0.00105272,0.00112539,0.000986664,0.00132759,0.00198344,0.00212387,0.000949886,0.000932675,0.000968297,0.00236862,0.00230713,0.00243059,0.00110926,0.00110656,0.00111188,0.0011655,0.00112875,0.00120486,0.001153,0.00113269,0.00117323,0.00290386,0.00142184,0.00141646,0.00141948,0.00192693,0.00116612,0.00117208,0.00116047,0.00105525,0.00115299,0.000973807,0.00152503,0.00148556,0.00156019,0.000938117,0.000943227,0.000933059,0.00179266,0.00196097,0.00162953,0.00155111,0.00149665,0.00160246,0.00247298,0.000953002,0.00091474,0.000989805,0.00112597,0.0012735,0.000982954,0.000930756,0.000962059,0.000900107,0.00141992,0.00152171,0.00131782,0.0029607,0.00304729,0.00290103
SPN01_CMH_0023_01,0.00101721,0.00109763,0.000936322,0.00141375,0.00168769,0.00116475,0.00150254,0.00201304,0.00218088,0.00110957,0.00120325,0.00100936,0.00336255,0.00341288,0.00331183,0.00109566,0.00112378,0.0010685,0.00196953,0.00182827,0.00212081,0.00115966,0.00121552,0.00110404,0.00311126,0.00170194,0.00154731,0.00163404,0.00194552,0.00132802,0.00147657,0.00118704,0.00148093,0.00151841,0.00144969,0.0015491,0.00151794,0.00157686,0.000959481,0.00100663,0.000912808,0.00188007,0.00216829,0.00160071,0.00167876,0.00183906,0.00152762,0.00259812,0.000949465,0.000957977,0.000941278,0.00145609,0.00181073,0.0011123,0.000976076,0.00099184,0.000960641,0.00154428,0.001801,0.00128676,0.00303821,0.00315595,0.00295707
SPN01_MRC_0009_01,0.00105013,0.00109451,0.0010055,0.00118881,0.00129312,0.001094,0.0012862,0.0019774,0.00198064,0.000897768,0.000907711,0.000887132,0.00218058,0.00230226,0.00205797,0.00105615,0.00107098,0.00104183,0.00110118,0.0010315,0.00117581,0.00107465,0.00106366,0.00108559,0.00263636,0.00141132,0.00122674,0.00133027,0.00180982,0.00109168,0.00117717,0.00101054,0.00120165,0.00118028,0.00121946,0.00137149,0.00136017,0.00138157,0.000823476,0.000858365,0.000788939,0.00186883,0.00219055,0.001557,0.00131185,0.00145008,0.00118152,0.00212065,0.000899811,0.000900127,0.000899507,0.00151342,0.00182866,0.00120783,0.000924667,0.000939706,0.000909942,0.00148805,0.00165499,0.0013206,0.00235131,0.00244966,0.00228353
SPN01_MRC_P002_01,0.00102739,0.0011356,0.00091855,0.00147036,0.00187419,0.00110328,0.00129608,0.00190231,0.00193634,0.000930735,0.000902716,0.000960706,0.002136,0.00216637,0.00210539,0.00105283,0.00109476,0.00101233,0.00109435,0.00104709,0.00114496,0.00109438,0.00108303,0.00110569,0.00250456,0.00147491,0.00120628,0.00135696,0.00171337,0.00123057,0.00138074,0.00108804,0.0013158,0.00124455,0.00137518,0.00140228,0.00136817,0.00143267,0.000871204,0.000879005,0.000863482,0.0017891,0.00217092,0.00141901,0.00141492,0.0015023,0.00133253,0.00216002,0.000900716,0.000911821,0.000890034,0.00151717,0.00198566,0.00106303,0.000939109,0.000950072,0.000928376,0.00140359,0.00153205,0.00127474,0.00250897,0.00249205,0.00252063
SPN01_MRC_P003_01,0.00111118,0.00120745,0.00101436,0.00183935,0.00223415,0.00148048,0.00145473,0.00206989,0.00209018,0.000965709,0.00104625,0.000879555,0.0022264,0.0022816,0.00217077,0.0011236,0.00114471,0.00110321,0.001101,0.00105791,0.00114702,0.00121409,0.00125773,0.00117063,0.00268319,0.00156077,0.00142196,0.00149982,0.00211875,0.00137594,0.00149736,0.00126071,0.00134701,0.00139676,0.00130555,0.00142164,0.00140572,0.00143583,0.000848387,0.000867932,0.00082904,0.0016157,0.00170056,0.00153344,0.00153414,0.00153321,0.00153501,0.00209537,0.000983405,0.000942697,0.00102256,0.00205655,0.00234071,0.00178108,0.00103635,0.00103153,0.00104106,0.00151515,0.00161969,0.00141028,0.00259075,0.00261936,0.00257104
SPN01_ZHH_0002_01,0.00130481,0.00130135,0.0013083,0.00214026,0.00214851,0.00213277,0.00155328,0.00229853,0.00242365,0.000983565,0.00101778,0.000946966,0.00300293,0.00314639,0.00285837,0.00122328,0.00120457,0.00124135,0.00168596,0.00175568,0.0016113,0.00121934,0.00124244,0.00119633,0.00317611,0.00158879,0.00147879,0.00154049,0.00243279,0.00156549,0.00159738,0.00153522,0.0014185,0.0013866,0.00144508,0.00153192,0.00148768,0.00157133,0.000950897,0.000985661,0.000916483,0.00220185,0.00236457,0.00204413,0.00171455,0.00179557,0.00163816,0.0025882,0.000971783,0.000952353,0.000990473,0.00240935,0.00262021,0.00220494,0.00107506,0.00110511,0.00104563,0.00151387,0.00179371,0.00123316,0.00309012,0.00314341,0.0030534
